PFAF_ID,id,t_score,u_score,p_t,p_u,p_u_thd_0.01,sign
122680,122680_894,6.540513361008994,94.5,1.6495179349390829e-06,0.0027812249343891,1.0,1.0
122790,122790_72,3.7353297641568215,88.5,0.0054332189247082,0.0088824751209632,1.0,1.0
122911,122911_516,6.076047655591304,90.5,1.8663380390901785e-05,0.0065472876128609,1.0,1.0
122911,122911_894,3.380642274562288,88.5,0.0129784186589773,0.009792195870725,1.0,1.0
122912,122912_894,4.675587728589919,95.5,0.0044396902830786,0.0022083380493133,1.0,1.0
122913,122913_516,4.998793340252133,90.5,7.347664015351433e-05,0.0065472876128609,1.0,1.0
122913,122913_894,4.979464013159894,88.5,0.0001335105653617,0.009792195870725,1.0,1.0
122914,122914_894,4.224626968173266,92.5,0.0052883729930797,0.0040405058068594,1.0,1.0
122915,122915_894,3.711164944594292,88.5,0.003280199713064,0.009792195870725,1.0,1.0
122916,122916_24,6.371339160011878,95.5,1.9153680404788625e-06,0.0022214145869887,1.0,1.0
122918,122918_894,6.0679710655992,91.5,5.090217091844693e-06,0.0053196860629577,1.0,1.0
122925,122925_894,-7.17924904937019,-10.5,5.99036570481511e-07,0.0079634892065499,1.0,-1.0
122942,122942_894,2.8544526591298385,88.5,0.0358686798349215,0.009792195870725,1.0,1.0
122948,122948_24,-5.9959212817834775,-8.5,1.1042781306282852e-05,0.0053196860629577,1.0,-1.0
122961,122961_894,4.523457972870923,92.5,0.0019162942011,0.0043038765583129,1.0,1.0
122963,122963_894,5.579067271084492,91.5,7.757955617728748e-05,0.0053196860629577,1.0,1.0
122966,122966_24,6.859496311279287,95.5,3.0707071135871176e-05,0.00213514432864,1.0,1.0
122968,122968_894,3.4941775371799,90.5,0.0157699449423326,0.0065472876128609,1.0,1.0
122970,122970_24,4.325766366065735,90.5,0.002886930340969,0.0065472876128609,1.0,1.0
122984,122984_24,2.8474870328353483,91.5,0.0383071139026027,0.0053196860629577,1.0,1.0
123010,123010_508,4.623367850899671,90.5,0.0002198041483771,0.0065472876128609,1.0,1.0
123022,123022_508,6.351121914376559,94.5,3.284515981987401e-06,0.0027812249343891,1.0,1.0
123023,123023_508,5.33966492024956,89.5,0.0001773735620571,0.0080240023321337,1.0,1.0
123028,123028_716,3.277507179233431,89.5,0.0033129512532593,0.0080240023321337,1.0,1.0
123030,123030_508,5.866207332703984,91.5,2.774309184988372e-05,0.0053196860629577,1.0,1.0
123040,123040_508,3.1589734452124705,95.5,0.0282112091158159,0.0022214145869887,1.0,1.0
123070,123070_508,-4.716510890370627,-9.5,0.0003676508738896,0.0065472876128609,1.0,-1.0
124505,124505_710,2.8326477011946265,88.5,0.0317924315423543,0.009792195870725,1.0,1.0
124507,124507_710,1.314837128534298,89.5,0.2491711501846315,0.0013681987826822,1.0,1.0
124600,124600_72,5.862445721570933,94.5,1.2624484665711322e-05,0.0027812249343891,1.0,1.0
124935,124935_710,3.2752738012388,95.5,0.0229085739902579,0.0022214145869887,1.0,1.0
125203,125203_508,-4.2411761251542615,-10.5,0.0013422177294907,0.0080240023321337,1.0,-1.0
125537,125537_710,4.251483687821158,88.5,0.0016051478744988,0.009792195870725,1.0,1.0
125540,125540_710,-4.591615412936227,-4.5,0.0039774723871,0.0022214145869887,1.0,-1.0
125565,125565_710,5.867696982868843,93.5,1.458050974461021e-05,0.0034671931907658,1.0,1.0
125590,125590_710,-4.025099561410882,-6.5,0.0043709764591272,0.0034671931907658,1.0,-1.0
125604,125604_710,-4.785915553818664,-9.5,0.0001088919242566,0.0065472876128609,1.0,-1.0
125609,125609_710,-4.620361037640564,-11.5,0.0001199062838293,0.009792195870725,1.0,-1.0
125802,125802_710,-5.375495144426712,-10.5,1.8684281909199275e-05,0.0080240023321337,1.0,-1.0
125803,125803_710,-6.407986394904406,-5.5,2.496181011915216e-06,0.0027812249343891,1.0,-1.0
125806,125806_710,-5.057390890567357,-11.5,5.1218206368128095e-05,0.009792195870725,1.0,-1.0
126030,126030_710,-3.764280433471989,-5.5,0.0135036793705505,0.0027812249343891,1.0,-1.0
126047,126047_710,5.04168925241968,89.5,6.900744968025367e-05,0.0080240023321337,1.0,1.0
126060,126060_710,-4.571762338896521,-8.5,0.000369265858888,0.0053196860629577,1.0,-1.0
126080,126080_710,-5.446354058677207,-8.5,5.535619507265834e-05,0.0053196860629577,1.0,-1.0
127446,127446_72,1.857388985594468,88.5,0.1242757378630465,0.009792195870725,1.0,1.0
127606,127606_710,-5.000040455296855,-9.5,6.690600363896906e-05,0.0065472876128609,1.0,-1.0
127609,127609_710,-5.136466028097262,-9.5,4.47777731245942e-05,0.0065472876128609,1.0,-1.0
127809,127809_426,2.498820342901467,92.5,0.0607298930575578,0.0043038765583129,1.0,1.0
127943,127943_710,3.3421577737328216,88.5,0.0162993004684667,0.009792195870725,1.0,1.0
128002,128002_516,4.397752406033918,93.5,0.0058847565914586,0.0004038312553809,1.0,1.0
128003,128003_516,3.050700786729662,95.5,0.03579112767893,0.0003703679124224,1.0,1.0
128006,128006_516,4.949125772015938,95.5,0.0025463425829678,0.0016946154465806,1.0,1.0
128008,128008_516,1.9695399932760096,94.0,0.1200274996993264,0.00057240667303,1.0,1.0
128020,128020_516,6.930740542904685,95.5,3.082042616080179e-05,0.0022214145869887,1.0,1.0
128094,128094_516,1.6370474699854531,83.5,0.1766801721913599,0.008709163333597,1.0,1.0
129026,129026_516,3.238602090706577,93.5,0.0262173356023539,0.0032459311642611,1.0,1.0
129065,129065_24,3.7783556833552754,93.5,0.0112410962206757,0.0034671931907658,1.0,1.0
129067,129067_24,3.7442941923876014,94.5,0.0130701196926113,0.0027498655361642,1.0,1.0
129068,129068_24,5.12735723406513,90.5,0.0004643193989099,0.0065369298062659,1.0,1.0
129102,129102_72,0.6944925435667478,85.5,0.5215074626664392,0.0087853506489865,1.0,1.0
129400,129400_72,2.1944227546787043,95.5,0.0920955053313489,0.0007567019920863,1.0,1.0
129604,129604_24,4.252310373997549,93.5,0.0027075721953956,0.0034671931907658,1.0,1.0
129805,129805_516,7.643264087096219,93.5,2.646375579603736e-06,0.0004161675737729,1.0,1.0
131100,131100_516,-4.966657267365332,-8.5,0.0004754893157614,0.0053196860629577,1.0,-1.0
131280,131280_24,3.636193393173509,88.5,0.009809934221744,0.009792195870725,1.0,1.0
131310,131310_24,3.358227850611176,89.5,0.0174489330384072,0.0080240023321337,1.0,1.0
131370,131370_24,3.854199141399164,94.5,0.0124044300613665,0.0027812249343891,1.0,1.0
131700,131700_24,-4.309397377642949,-10.5,0.0012484338445096,0.0080240023321337,1.0,-1.0
131834,131834_24,6.977927096810894,94.5,2.0464751985194e-05,0.0027498655361642,1.0,1.0
131880,131880_24,7.741674767034003,93.5,8.708255324479459e-08,0.0034671931907658,1.0,1.0
131902,131902_24,2.8723387639386457,88.5,0.0349795124627315,0.009792195870725,1.0,1.0
131906,131906_24,4.425177089462206,95.5,0.0056839586641603,0.0022214145869887,1.0,1.0
132110,132110_180,3.724058935204918,90.5,0.0011525444407888,0.0065472876128609,1.0,1.0
132160,132160_180,3.5463167596780094,92.5,0.0145104046194188,0.0043038765583129,1.0,1.0
132264,132264_180,4.678038253827431,91.5,0.0016140614550565,0.0053196860629577,1.0,1.0
132269,132269_180,4.636362677846332,92.5,0.0006555234037634,0.0043038765583129,1.0,1.0
132424,132424_178,1.4149003222485104,89.5,0.2299122630002522,0.0070842210852534,1.0,1.0
132462,132462_140,2.6178201909020435,88.5,0.0357353704788952,0.009792195870725,1.0,1.0
132467,132467_120,4.235858633715754,89.5,0.0007046139865972,0.0080240023321337,1.0,1.0
132469,132469_120,5.99249978144988,91.5,2.3326846307172847e-05,0.0053196860629577,1.0,1.0
132497,132497_120,1.6835095970394989,84.0,0.1603257038259062,0.0023722171804979,1.0,1.0
132618,132618_180,-3.4813781943899045,-10.5,0.0093244153625925,0.0080240023321337,1.0,-1.0
132670,132670_180,3.55322380565491,88.5,0.0085816744459956,0.009792195870725,1.0,1.0
132685,132685_180,5.768835133349143,88.5,4.397842850478688e-05,0.009792195870725,1.0,1.0
132697,132697_180,3.393412637644229,90.5,0.0083974687865479,0.0065472876128609,1.0,1.0
132699,132699_180,5.080393860468552,94.5,0.0008538768532962,0.0027812249343891,1.0,1.0
132751,132751_180,3.682483429994529,88.5,0.0019940687367474,0.009792195870725,1.0,1.0
132752,132752_180,6.774484225814786,90.5,6.679157475646364e-07,0.0065472876128609,1.0,1.0
132753,132753_180,7.874778160266862,93.5,1.0642649509471025e-07,0.0034671931907658,1.0,1.0
132755,132755_180,4.404329478224478,90.5,0.0002142558167709,0.0065472876128609,1.0,1.0
132757,132757_180,3.2993411358507148,89.5,0.003476890571292,0.0080240023321337,1.0,1.0
132759,132759_180,3.1361198144473894,89.5,0.0046394244265645,0.0080240023321337,1.0,1.0
132761,132761_180,3.2906945864675405,91.5,0.0032011426074417,0.0053196860629577,1.0,1.0
132762,132762_180,-5.121951642647908,-9.5,8.07026305828161e-05,0.0065472876128609,1.0,-1.0
132765,132765_180,3.9697174661876624,92.5,0.0006737147602395,0.0043038765583129,1.0,1.0
132791,132791_180,3.686296294434472,93.5,0.0014851317677592,0.0034671931907658,1.0,1.0
132793,132793_180,5.283462433198053,93.5,2.715332899850496e-05,0.0034671931907658,1.0,1.0
132794,132794_180,4.624648462287378,95.5,0.0022065151465376,0.0022214145869887,1.0,1.0
132795,132795_180,7.5410939009974385,95.5,1.1918293231836105e-07,0.0022214145869887,1.0,1.0
132796,132796_180,4.686541552984336,94.5,0.0028554991956003,0.0027812249343891,1.0,1.0
132843,132843_834,4.583754111156408,95.5,0.0024406767499177,0.0022214145869887,1.0,1.0
132846,132846_834,4.468212806775195,93.5,0.000525503930237,0.0034671931907658,1.0,1.0
132847,132847_180,4.321186106050203,93.5,0.0030960235028542,0.0034671931907658,1.0,1.0
132848,132848_834,7.093988680672258,95.5,5.349962895783564e-07,0.0022214145869887,1.0,1.0
132849,132849_894,3.763958979910116,91.5,0.0105030499650131,0.0053196860629577,1.0,1.0
132868,132868_180,3.308310022695961,90.5,0.0120214137815776,0.0065472876128609,1.0,1.0
132869,132869_646,3.071657368528243,88.5,0.0165633925024553,0.009792195870725,1.0,1.0
132893,132893_834,2.627538375234437,89.5,0.0509023397062487,0.0080240023321337,1.0,1.0
132896,132896_834,4.807539004076396,94.5,0.0029173583943047,0.0027812249343891,1.0,1.0
132897,132897_834,2.4415256503610694,91.5,0.0668344437513129,0.0053196860629577,1.0,1.0
132899,132899_834,1.3543559885383565,85.0,0.2464186079199825,0.0030386197753137,1.0,1.0
132910,132910_180,2.1226812334066203,88.5,0.0463315378648611,0.009792195870725,1.0,1.0
132930,132930_180,3.570636405673851,93.5,0.0025035841559634,0.0034671931907658,1.0,1.0
132951,132951_180,3.914294235065067,94.5,0.008185600640883,0.0027812249343891,1.0,1.0
132952,132952_180,-5.538560662008271,-4.5,0.0005188243394748,0.0022214145869887,1.0,-1.0
132953,132953_180,3.172489936385355,94.5,0.0279259709495917,0.0027812249343891,1.0,1.0
132954,132954_180,3.0650304806899222,85.5,0.028329566664991,0.0087224005811049,1.0,1.0
132958,132958_180,-5.390772623564496,-11.5,1.7934018254386306e-05,0.009792195870725,1.0,-1.0
132971,132971_180,5.4505938274276895,94.5,2.4817236698938613e-05,0.0027812249343891,1.0,1.0
132972,132972_180,5.100755170403481,90.5,4.0105083386350765e-05,0.0065472876128609,1.0,1.0
132973,132973_180,3.2604362742072373,90.5,0.0221485836720772,0.0065472876128609,1.0,1.0
132973,132973_894,2.923061276513909,89.5,0.0306839204755336,0.0080240023321337,1.0,1.0
132974,132974_180,5.21345656686041,90.5,3.377977112456332e-05,0.0065369298062659,1.0,1.0
132976,132976_180,3.011443921636625,89.5,0.0288443118771019,0.0080240023321337,1.0,1.0
132977,132977_180,2.576346418533941,88.5,0.0531658382646079,0.009792195870725,1.0,1.0
